pizza_id,order_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_name
254,107,veggie_veg_l,1,02-01-2015,18:25:09,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza
255,108,classic_dlx_l,1,02-01-2015,18:25:25,20.5,20.5,L,Classic,The Classic Deluxe Pizza
256,108,hawaiian_l,1,02-01-2015,18:25:25,16.5,16.5,L,Classic,The Hawaiian Pizza
257,108,spinach_supr_l,1,02-01-2015,18:25:25,20.75,20.75,L,Supreme,The Spinach Supreme Pizza
258,109,ital_cpcllo_l,1,02-01-2015,18:27:50,20.5,20.5,L,Classic,The Italian Capocollo Pizza
259,109,ital_supr_l,1,02-01-2015,18:27:50,20.75,20.75,L,Supreme,The Italian Supreme Pizza
260,109,pepperoni_m,1,02-01-2015,18:27:50,12.5,12.5,M,Classic,The Pepperoni Pizza
261,109,prsc_argla_l,1,02-01-2015,18:27:50,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza
262,110,big_meat_s,1,02-01-2015,18:36:19,12,12,S,Classic,The Big Meat Pizza
263,110,napolitana_l,1,02-01-2015,18:36:19,20.5,20.5,L,Classic,The Napolitana Pizza
264,110,soppressata_l,1,02-01-2015,18:36:19,20.75,20.75,L,Supreme,The Soppressata Pizza
265,110,spicy_ital_s,1,02-01-2015,18:36:19,12.5,12.5,S,Supreme,The Spicy Italian Pizza
266,111,cali_ckn_m,1,02-01-2015,18:38:01,16.75,16.75,M,Chicken,The California Chicken Pizza
267,111,five_cheese_l,1,02-01-2015,18:38:01,18.5,18.5,L,Veggie,The Five Cheese Pizza
268,111,pepperoni_m,1,02-01-2015,18:38:01,12.5,12.5,M,Classic,The Pepperoni Pizza
269,111,spin_pesto_l,1,02-01-2015,18:38:01,20.75,20.75,L,Veggie,The Spinach Pesto Pizza
270,112,pepperoni_s,1,02-01-2015,18:41:40,9.75,9.75,S,Classic,The Pepperoni Pizza
271,113,cali_ckn_l,1,02-01-2015,18:50:21,20.75,20.75,L,Chicken,The California Chicken Pizza
272,113,mexicana_l,1,02-01-2015,18:50:21,20.25,20.25,L,Veggie,The Mexicana Pizza
273,113,southw_ckn_m,1,02-01-2015,18:50:21,16.75,16.75,M,Chicken,The Southwest Chicken Pizza
274,114,pepperoni_l,1,02-01-2015,18:59:32,15.25,15.25,L,Classic,The Pepperoni Pizza
275,114,sicilian_s,1,02-01-2015,18:59:32,12.25,12.25,S,Supreme,The Sicilian Pizza
276,115,big_meat_s,1,02-01-2015,19:05:17,12,12,S,Classic,The Big Meat Pizza
277,115,napolitana_l,1,02-01-2015,19:05:17,20.5,20.5,L,Classic,The Napolitana Pizza
278,115,thai_ckn_m,1,02-01-2015,19:05:17,16.75,16.75,M,Chicken,The Thai Chicken Pizza
279,116,five_cheese_l,1,02-01-2015,19:18:49,18.5,18.5,L,Veggie,The Five Cheese Pizza
280,117,peppr_salami_m,1,02-01-2015,19:23:02,16.5,16.5,M,Supreme,The Pepper Salami Pizza
281,117,sicilian_l,1,02-01-2015,19:23:02,20.25,20.25,L,Supreme,The Sicilian Pizza
282,118,prsc_argla_l,1,02-01-2015,19:26:59,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza
283,118,spinach_fet_s,1,02-01-2015,19:26:59,12,12,S,Veggie,The Spinach and Feta Pizza
284,119,four_cheese_m,1,02-01-2015,19:32:29,14.75,14.75,M,Veggie,The Four Cheese Pizza
285,120,classic_dlx_s,1,02-01-2015,19:35:07,12,12,S,Classic,The Classic Deluxe Pizza
286,120,hawaiian_s,1,02-01-2015,19:35:07,10.5,10.5,S,Classic,The Hawaiian Pizza
287,120,spinach_fet_l,1,02-01-2015,19:35:07,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
288,121,bbq_ckn_m,1,02-01-2015,19:38:48,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
289,121,four_cheese_l,1,02-01-2015,19:38:48,17.95,17.95,L,Veggie,The Four Cheese Pizza
290,121,sicilian_l,1,02-01-2015,19:38:48,20.25,20.25,L,Supreme,The Sicilian Pizza
291,121,southw_ckn_l,1,02-01-2015,19:38:48,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
292,122,ital_supr_m,1,02-01-2015,19:50:19,16.5,16.5,M,Supreme,The Italian Supreme Pizza
293,123,ital_cpcllo_s,1,02-01-2015,20:12:09,12,12,S,Classic,The Italian Capocollo Pizza
294,124,bbq_ckn_s,1,02-01-2015,20:12:34,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza
295,124,sicilian_l,1,02-01-2015,20:12:34,20.25,20.25,L,Supreme,The Sicilian Pizza
296,124,spicy_ital_l,1,02-01-2015,20:12:34,20.75,20.75,L,Supreme,The Spicy Italian Pizza
297,124,the_greek_s,1,02-01-2015,20:12:34,12,12,S,Classic,The Greek Pizza
298,125,the_greek_xl,1,02-01-2015,20:31:06,25.5,25.5,XL,Classic,The Greek Pizza
299,126,veggie_veg_l,1,02-01-2015,20:53:42,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza
300,127,pepperoni_m,1,02-01-2015,20:58:23,12.5,12.5,M,Classic,The Pepperoni Pizza
301,128,spicy_ital_s,1,02-01-2015,21:05:06,12.5,12.5,S,Supreme,The Spicy Italian Pizza
302,129,big_meat_s,1,02-01-2015,21:13:02,12,12,S,Classic,The Big Meat Pizza
303,129,the_greek_m,1,02-01-2015,21:13:02,16,16,M,Classic,The Greek Pizza
304,130,hawaiian_s,1,02-01-2015,21:14:55,10.5,10.5,S,Classic,The Hawaiian Pizza
305,130,ital_cpcllo_l,1,02-01-2015,21:14:55,20.5,20.5,L,Classic,The Italian Capocollo Pizza
306,130,mexicana_m,1,02-01-2015,21:14:55,16,16,M,Veggie,The Mexicana Pizza
307,130,southw_ckn_s,1,02-01-2015,21:14:55,12.75,12.75,S,Chicken,The Southwest Chicken Pizza
308,131,ckn_pesto_l,1,02-01-2015,21:33:10,20.75,20.75,L,Chicken,The Chicken Pesto Pizza
309,131,five_cheese_l,1,02-01-2015,21:33:10,18.5,18.5,L,Veggie,The Five Cheese Pizza
310,131,green_garden_s,1,02-01-2015,21:33:10,12,12,S,Veggie,The Green Garden Pizza
311,131,spinach_supr_s,1,02-01-2015,21:33:10,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
312,132,pepperoni_s,1,02-01-2015,21:42:45,9.75,9.75,S,Classic,The Pepperoni Pizza
313,133,bbq_ckn_l,1,02-01-2015,22:00:17,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
314,133,hawaiian_l,1,02-01-2015,22:00:17,16.5,16.5,L,Classic,The Hawaiian Pizza
315,133,the_greek_s,1,02-01-2015,22:00:17,12,12,S,Classic,The Greek Pizza
316,134,big_meat_s,1,02-01-2015,22:13:24,12,12,S,Classic,The Big Meat Pizza
317,134,southw_ckn_l,1,02-01-2015,22:13:24,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
318,134,spinach_supr_s,1,02-01-2015,22:13:24,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
319,135,veggie_veg_l,1,02-01-2015,22:29:34,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza
320,136,five_cheese_l,1,02-01-2015,22:32:49,18.5,18.5,L,Veggie,The Five Cheese Pizza
321,136,peppr_salami_s,1,02-01-2015,22:32:49,12.5,12.5,S,Supreme,The Pepper Salami Pizza
322,137,mediterraneo_l,1,03-01-2015,11:34:10,20.25,20.25,L,Veggie,The Mediterranean Pizza
323,137,pepperoni_s,1,03-01-2015,11:34:10,9.75,9.75,S,Classic,The Pepperoni Pizza
324,137,spicy_ital_m,1,03-01-2015,11:34:10,16.5,16.5,M,Supreme,The Spicy Italian Pizza
325,138,cali_ckn_m,1,03-01-2015,11:44:50,16.75,16.75,M,Chicken,The California Chicken Pizza
326,138,four_cheese_l,1,03-01-2015,11:44:50,17.95,17.95,L,Veggie,The Four Cheese Pizza
327,138,ital_veggie_l,1,03-01-2015,11:44:50,21,21,L,Veggie,The Italian Vegetables Pizza
328,138,sicilian_m,1,03-01-2015,11:44:50,16.25,16.25,M,Supreme,The Sicilian Pizza
329,139,five_cheese_l,1,03-01-2015,11:57:39,18.5,18.5,L,Veggie,The Five Cheese Pizza
330,140,prsc_argla_s,1,03-01-2015,12:26:44,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza
331,140,veggie_veg_m,1,03-01-2015,12:26:44,16,16,M,Veggie,The Vegetables + Vegetables Pizza
332,141,classic_dlx_m,1,03-01-2015,13:16:01,16,16,M,Classic,The Classic Deluxe Pizza
333,142,green_garden_m,1,03-01-2015,13:33:59,16,16,M,Veggie,The Green Garden Pizza
334,143,cali_ckn_s,1,03-01-2015,13:41:36,12.75,12.75,S,Chicken,The California Chicken Pizza
335,143,classic_dlx_s,1,03-01-2015,13:41:36,12,12,S,Classic,The Classic Deluxe Pizza
336,143,hawaiian_l,1,03-01-2015,13:41:36,16.5,16.5,L,Classic,The Hawaiian Pizza
337,143,mexicana_m,1,03-01-2015,13:41:36,16,16,M,Veggie,The Mexicana Pizza
338,143,pepperoni_l,1,03-01-2015,13:41:36,15.25,15.25,L,Classic,The Pepperoni Pizza
339,143,prsc_argla_s,1,03-01-2015,13:41:36,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza
340,143,thai_ckn_l,1,03-01-2015,13:41:36,20.75,20.75,L,Chicken,The Thai Chicken Pizza
341,143,veggie_veg_m,1,03-01-2015,13:41:36,16,16,M,Veggie,The Vegetables + Vegetables Pizza
342,144,bbq_ckn_m,3,03-01-2015,13:44:28,16.75,50.25,M,Chicken,The Barbecue Chicken Pizza
343,144,big_meat_s,1,03-01-2015,13:44:28,12,12,S,Classic,The Big Meat Pizza
344,144,cali_ckn_l,1,03-01-2015,13:44:28,20.75,20.75,L,Chicken,The California Chicken Pizza
345,144,ckn_pesto_m,1,03-01-2015,13:44:28,16.75,16.75,M,Chicken,The Chicken Pesto Pizza
346,144,five_cheese_l,1,03-01-2015,13:44:28,18.5,18.5,L,Veggie,The Five Cheese Pizza
347,144,four_cheese_l,1,03-01-2015,13:44:28,17.95,17.95,L,Veggie,The Four Cheese Pizza
348,144,pep_msh_pep_s,1,03-01-2015,13:44:28,11,11,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
349,144,southw_ckn_l,1,03-01-2015,13:44:28,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
350,144,southw_ckn_s,1,03-01-2015,13:44:28,12.75,12.75,S,Chicken,The Southwest Chicken Pizza
351,144,spicy_ital_l,1,03-01-2015,13:44:28,20.75,20.75,L,Supreme,The Spicy Italian Pizza
352,144,thai_ckn_m,1,03-01-2015,13:44:28,16.75,16.75,M,Chicken,The Thai Chicken Pizza
